MFA2 50мм _ 1				MFA2 50мм _ 2				MFA2 50мм _ 3				MFA2 50мм _ 4				MFA2 50мм _ 5				MFA2 50мм _ 6			
Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2	Время	Сила	Ход	Экст.2
сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм	сек	Н	мкм	мкм
0	194,1967	0	0	0	28,83673	0,03333334	0	0	44,27592	0	0	0	1,176993	0,03333334	0	0	37,68206	0,03333334	0	0	-4,719893	0	0
0,02	194,1959	0,5	0	0,02	28,85024	0,7	0	0,02	44,23141	0,4666667	0	0,02	1,194477	0,5333334	0	0,02	37,72656	0,5	0	0,02	-4,725456	0,4666667	0
0,04	194,2317	2,2	0	0,04	28,90587	2,566667	0	0,04	44,22903	2,333333	0	0,04	1,227856	2,4	0	0,04	37,77106	2,366667	0	0,04	-4,703999	2,333333	0
0,06	194,7625	4,333333	0	0,06	29,06322	4,433333	0	0,06	44,8823	4,466667	0	0,06	1,908938	4,566667	0	0,06	38,41798	4,466667	0	0,06	-4,061063	4,5	0
0,08	197,3335	6,2	0	0,08	29,17846	5,9	0	0,08	47,69643	6,3	0	0,08	4,713535	6,4	0	0,08	41,23449	6,333333	0	0,08	-1,271566	6,3	0
0,1	201,8611	7,900001	0	0,1	29,55278	7,433333	0	0,1	52,11353	8,033334	0	0,1	9,117921	8,1	0	0,1	45,64921	8	0	0,1	3,095468	8,033334	0
0,12	206,4816	9,6	0	0,12	31,24714	9,233334	0	0,12	56,12612	9,700001	0	0,12	13,47383	9,766667	0	0,12	49,77942	9,633333	0	0,12	7,21852	9,833333	0
0,14	210,7151	11,3	0	0,14	34,11055	11,1	0	0,14	59,47034	11,33333	0	0,14	17,37038	11,5	0	0,14	53,13396	11,33333	0	0,14	10,98871	11,56667	0
0,16	214,7977	12,96667	0	0,16	37,58033	12,9	0	0,16	62,32262	13,06667	0	0,16	21,0015	13,16667	0	0,16	56,17936	13,03333	0	0,16	14,50777	13,16667	0
0,18	218,8579	14,66667	0	0,18	41,2639	14,56667	0	0,18	64,52402	14,76667	0	0,18	24,604	14,8	0	0,18	59,10476	14,7	0	0,18	17,66364	14,86667	0
0,2	222,9603	16,33333	0	0,2	44,686	16,23333	0	0,2	66,15639	16,46667	0	0,2	28,14134	16,5	0	0,2	61,80604	16,36667	0	0,2	20,7456	16,5	0
0,22	227,1215	18,03333	1	0,22	47,70994	17,96667	0	0,22	67,36358	18,13333	0	0,22	31,56424	18,13333	0	0,22	63,85644	18,1	0	0,22	23,97776	18,16667	0
0,24	231,1929	19,66667	1	0,24	50,60673	19,66667	0	0,24	68,72654	19,8	0	0,24	34,80514	19,76667	0	0,24	65,25914	19,76667	0	0,24	27,10422	19,8	0
0,26	235,2548	21,36667	1	0,26	53,52974	21,33333	0	0,26	70,39308	21,4	0	0,26	37,83624	21,43333	0	0,26	66,6078	21,36667	0	0,26	30,19889	21,43333	0
0,28	239,346	23,03333	1	0,28	56,35102	23,03333	0	0,28	72,00003	23,03333	0	0,28	40,80375	23,06667	0	0,28	68,01843	23,06667	0	0,28	33,26972	23,1	0
0,3	243,5152	24,7	1	0,3	59,08251	24,7	0	0,3	73,5275	24,7	0	0,3	43,76809	24,73333	0	0,3	69,40365	24,76667	0	0,3	36,33897	24,8	0
0,32	247,639	26,4	1	0,32	61,69717	26,46667	0	0,32	75,12967	26,4	0	0,32	46,65295	26,4	1	0,32	70,94065	26,4	0	0,32	39,41218	26,46667	0
0,34	251,708	28,1	1	0,34	64,15367	28,13333	0	0,34	76,8884	28,06667	0	0,34	49,49649	28,06667	1	0,34	72,5611	28,06667	0	0,34	42,45043	28,1	0
0,36	255,874	29,76667	1	0,36	66,38527	29,8	0	0,36	78,77906	29,76667	0	0,36	52,32175	29,8	1	0,36	74,06076	29,7	0	0,36	45,39172	29,73333	0
0,38	260,156	31,4	1	0,38	68,27752	31,46667	0	0,38	80,7627	31,46667	0	0,38	55,16132	31,46667	1	0,38	75,69075	31,36667	0	0,38	48,19473	31,36667	0
0,4	264,3831	33,1	1	0,4	69,95996	33,16666	0	0,4	82,80992	33,03333	0	0,4	57,9532	33,1	1	0,4	77,5671	33,1	0	0,4	50,95482	33,03333	0
0,42	268,5014	34,7	1	0,42	71,49538	34,8	1	0,42	84,77132	34,73333	0	0,42	60,55832	34,76667	1	0,42	79,47286	34,83334	0	0,42	53,72286	34,7	0
0,44	272,6602	36,4	1	0,44	72,97039	36,43333	1	0,44	86,69297	36,4	1	0,44	62,79469	36,43333	1	0,44	81,45332	36,43333	0	0,44	56,4607	36,4	0
0,46	276,7944	38,06667	2	0,46	74,44223	38,16667	1	0,46	88,79105	38,03333	1	0,46	64,38493	38,06667	1	0,46	83,38133	38,03333	0	0,46	59,0531	38,13334	0
0,48	280,962	39,76667	2	0,48	76,05235	39,9	1	0,48	91,01947	39,73333	1	0,48	65,51424	39,73333	1	0,48	85,24657	39,66667	1	0,48	61,3292	39,8	0
0,5	285,1319	41,4	2	0,5	77,8985	41,5	1	0,5	93,31147	41,4	1	0,5	66,85257	41,36666	1	0,5	87,16425	41,36666	1	0,5	63,04343	41,4	0
0,52	289,3043	43,1	2	0,52	79,76691	43,13334	1	0,52	95,72188	43,06667	1	0,52	68,48573	43,06667	1	0,52	89,25359	43,06667	1	0,52	64,4501	43,03334	0
0,54	293,5155	44,8	2	0,54	81,55505	44,83333	1	0,54	98,2062	44,8	1	0,54	70,02115	44,8	1	0,54	91,57419	44,76667	1	0,54	65,96088	44,73333	0
0,56	297,73	46,4	2	0,56	83,4465	46,5	1	0,56	100,8519	46,43333	1	0,56	71,50888	46,43333	1	0,56	94,03229	46,43333	1	0,56	67,48199	46,4	0
0,58	301,9539	48,06667	2	0,58	85,47147	48,1	1	0,58	103,7113	48,13333	1	0,58	73,14603	48,06667	1	0,58	96,4419	48,1	1	0,58	68,98006	48,1	0
0,6	306,0412	49,8	2	0,6	87,48849	49,76667	1	0,6	106,6518	49,76667	1	0,6	74,93417	49,76667	1	0,6	98,93576	49,76667	1	0,6	70,50435	49,73333	0
0,62	310,1635	51,4	2	0,62	89,43558	51,4	1	0,62	109,7353	51,4	1	0,62	76,84866	51,43333	1	0,62	101,6339	51,43333	1	0,62	71,98652	51,4	1
0,64	314,428	53,06667	2	0,64	91,55432	53,13334	1	0,64	112,8681	53,06667	1	0,64	78,78065	53,06667	1	0,64	104,4504	53,06667	1	0,64	73,51796	53,13334	1
0,66	318,5852	54,73333	2	0,66	93,82486	54,83333	1	0,66	115,9437	54,73333	1	0,66	80,67131	54,73333	1	0,66	107,3607	54,73333	1	0,66	75,28861	54,8	1
0,68	322,667	56,4	3	0,68	96,2607	56,43333	1	0,68	119,0495	56,43333	1	0,68	82,56277	56,36667	1	0,68	110,3886	56,4	1	0,68	77,26431	56,43333	1
0,7	326,8369	58,06667	3	0,7	98,78794	58,1	1	0,7	122,2396	58,1	1	0,7	84,51939	58,1	1	0,7	113,4729	58,06667	1	0,7	79,11285	58,1	1
0,72	331,0529	59,73333	3	0,72	101,3843	59,7	1	0,72	125,5131	59,76667	1	0,72	86,55071	59,83333	1	0,72	116,6185	59,76667	1	0,72	80,95185	59,73333	1
0,74	335,2491	61,4	3	0,74	104,1802	61,36666	1	0,74	128,7405	61,4	1	0,74	88,75449	61,46667	1	0,74	119,7831	61,46667	1	0,74	82,91483	61,36666	1
0,76	339,3324	63,1	3	0,76	107,0642	63,06667	1	0,76	131,9035	63,06667	1	0,76	91,14981	63,06667	1	0,76	122,9509	63,13334	1	0,76	84,8492	63,06667	1
0,78	343,4658	64,8	3	0,78	110,0723	64,73334	1	0,78	135,1023	64,73334	1	0,78	93,57611	64,73334	1	0,78	126,2029	64,76667	1	0,78	86,82887	64,7	1
0,8	347,7041	66,46667	3	0,8	113,1852	66,43333	1	0,8	138,3694	66,4	2	0,8	96,00004	66,4	1	0,8	129,4947	66,5	1	0,8	89,0088	66,43333	1
0,82	351,9384	68,13333	3	0,82	116,3252	68,06667	1	0,82	141,6556	68,06667	2	0,82	98,5694	68,06667	1	0,82	132,7586	68,16666	1	0,82	91,2865	68,1	1
0,84	356,1227	69,86666	3	0,84	119,5121	69,76667	1	0,84	144,9617	69,73334	2	0,84	101,3772	69,73334	2	0,84	136,071	69,8	1	0,84	93,64049	69,73334	1
0,86	360,2918	71,5	3	0,86	122,7125	71,36667	1	0,86	148,2733	71,43333	2	0,86	104,3018	71,46667	2	0,86	139,3954	71,46667	2	0,86	96,04454	71,4	1
0,88	364,5364	73,1	3	0,88	125,9867	73,03333	2	0,88	151,6406	73,13333	2	0,88	107,3066	73,13333	2	0,88	142,6943	73,16667	2	0,88	98,4772	73,1	1
0,9	368,7286	74,83334	3	0,9	129,2388	74,73333	2	0,9	155,0953	74,83334	2	0,9	110,3886	74,76666	2	0,9	146,021	74,83334	2	0,9	101,1125	74,73333	1
0,92	372,8072	76,5	4	0,92	132,5138	76,36667	2	0,92	158,6231	76,5	2	0,92	113,4483	76,4	2	0,92	149,4169	76,43333	2	0,92	103,9894	76,4	1
0,94	376,9302	78,13334	4	0,94	135,8708	78,03333	2	0,94	162,1445	78,13334	2	0,94	116,4659	78,10001	2	0,94	152,8303	78,06667	2	0,94	106,9482	78,06667	1
0,96	381,1216	79,76667	4	0,96	139,1689	79,7	2	0,96	165,6651	79,8	2	0,96	119,5685	79,76667	2	0,96	156,2238	79,76667	2	0,96	109,9356	79,76667	1
0,98	385,2526	81,46667	4	0,98	142,467	81,36667	2	0,98	169,2367	81,43333	2	0,98	122,811	81,43333	2	0,98	159,6546	81,46667	2	0,98	113,0231	81,46667	1
1	389,3185	83,16666	4	1	145,8383	83,06667	2	1	172,8336	83,1	2	1	126,0304	83,06667	2	1	163,2444	83,1	2	1	116,1726	83,13333	1
1,02	393,4503	84,8	4	1,02	149,2238	84,8	2	1,02	176,3741	84,83333	2	1,02	129,2396	84,73334	2	1,02	166,8572	84,73334	2	1,02	119,3372	84,83333	1
1,04	397,6607	86,4	4	1,04	152,688	86,4	2	1,04	179,9806	86,46667	2	1,04	132,451	86,43333	2	1,04	170,4749	86,4	2	1,04	122,5599	86,50001	1
1,06	401,7464	88,1	4	1,06	156,1944	88,06667	2	1,06	183,7285	88,06667	2	1,06	135,7365	88,16667	2	1,06	174,0074	88,13333	2	1,06	125,8214	88,13333	1
1,08	405,7256	89,76666	4	1,08	159,6618	89,7	2	1,08	187,3978	89,7	2	1,08	139,0839	89,76666	2	1,08	177,5901	89,8	2	1,08	129,021	89,8	2
1,1	409,7676	91,43333	4	1,1	163,1745	91,39999	2	1,1	190,9415	91,43333	3	1,1	142,4297	91,5	2	1,1	181,2863	91,43333	2	1,1	132,1967	91,46667	2
1,12	413,8573	93,13334	4	1,12	166,719	93,10001	2	1,12	194,5575	93,13334	3	1,12	145,7326	93,16666	2	1,12	185,0049	93,10001	2	1,12	135,4655	93,13334	2
1,14	417,9803	94,8	4	1,14	170,3612	94,76667	2	1,14	198,369	94,76667	3	1,14	149,1427	94,8	2	1,14	188,6813	94,73334	3	1,14	138,7827	94,8	2
1,16	422,167	96,43333	5	1,16	174,0241	96,43333	2	1,16	202,1925	96,36667	3	1,16	152,549	96,43333	3	1,16	192,4054	96,43333	3	1,16	142,0657	96,43333	2
1,18	426,271	98,13333	5	1,18	177,6512	98,06667	3	1,18	205,8848	98,1	3	1,18	155,8979	98,13333	3	1,18	196,1192	98,06667	3	1,18	145,3495	98,06667	2
1,2	430,3304	99,76666	5	1,2	181,276	99,7	3	1,2	209,5302	99,8	3	1,2	159,3232	99,83333	3	1,2	199,8584	99,76666	3	1,2	148,6786	99,8	2
1,22	434,4686	101,4333	5	1,22	184,9151	101,3667	3	1,22	213,3544	101,4667	3	1,22	162,878	101,4667	3	1,22	203,6357	101,4667	3	1,22	152,0761	101,5	2
1,24	438,5877	103,1	5	1,24	188,5446	103,0667	3	1,24	217,251	103,1	3	1,24	166,4821	103,0667	3	1,24	207,4353	103,1	3	1,24	155,6134	103,1333	2
1,26	442,6638	104,7333	5	1,26	192,2655	104,7	3	1,26	221,0712	104,7333	3	1,26	170,0226	104,7333	3	1,26	211,2722	104,7333	3	1,26	159,177	104,7333	2
1,28	446,705	106,4	5	1,28	196,0341	106,3667	3	1,28	224,8462	106,4	3	1,28	173,4646	106,4667	3	1,28	215,0853	106,4333	3	1,28	162,7143	106,4333	2
1,3	450,7772	108,0667	5	1,3	199,7042	108,0333	3	1,3	228,6784	108,0667	3	1,3	177,0202	108,1333	3	1,3	218,8897	108,0667	3	1,3	166,1611	108,1333	2
1,32	454,8732	109,7333	5	1,32	203,3806	109,7333	3	1,32	232,5344	109,7333	3	1,32	180,7547	109,7333	3	1,32	222,7807	109,7667	3	1,32	169,6785	109,8	2
1,34	459,0011	111,4333	5	1,34	207,1087	111,4333	3	1,34	236,3912	111,4333	3	1,34	184,3969	111,4	3	1,34	226,7019	111,4333	3	1,34	173,3319	111,4667	2
1,36	463,1495	113,1	5	1,36	210,9019	113,1	3	1,36	240,2798	113,1	4	1,36	187,9517	113,1333	3	1,36	230,6588	113,0333	3	1,36	176,9614	113,1	3
1,38	467,3425	114,7	5	1,38	214,7237	114,7667	3	1,38	244,2503	114,7667	4	1,38	191,6059	114,7667	3	1,38	234,5936	114,7	3	1,38	180,5703	114,7667	3
1,4	471,5045	116,3333	6	1,4	218,5281	116,4667	3	1,4	248,1866	116,3667	4	1,4	195,3499	116,4333	3	1,4	238,4512	116,4333	4	1,4	184,2244	116,4333	3
1,42	475,5505	118,0333	6	1,42	222,3253	118,1667	3	1,42	252,0943	118,0667	4	1,42	199,1208	118,1333	3	1,42	242,3652	118,1	4	1,42	187,8834	118,0667	3
1,44	479,5456	119,7667	6	1,44	226,1313	119,7333	4	1,44	255,959	119,7667	4	1,44	202,8871	119,7667	4	1,44	246,4501	119,7333	4	1,44	191,5391	119,7333	3
1,46	483,6432	121,4333	6	1,46	229,9905	121,4667	4	1,46	259,8985	121,4	4	1,46	206,6803	121,4	4	1,46	250,535	121,3667	4	1,46	195,1925	121,4667	3
1,48	487,9212	123,1	6	1,48	233,7718	123,1333	4	1,48	263,9882	123,1	4	1,48	210,4259	123,0667	4	1,48	254,4808	123,0667	4	1,48	198,9142	123,1	3
1,5	492,1905	124,8	6	1,5	237,6048	124,8	4	1,5	268,0079	124,7333	4	1,5	214,1213	124,7333	4	1,5	258,4084	124,7667	4	1,5	202,7639	124,7	3
1,52	496,3334	126,4333	6	1,52	241,5395	126,4	4	1,52	272,0491	126,4	4	1,52	217,8613	126,4333	4	1,52	262,4861	126,4667	4	1,52	206,5524	126,3667	3
1,54	500,4493	128,1	6	1,54	245,3677	128,0667	4	1,54	276,0784	128,0667	4	1,54	221,6975	128,1	4	1,54	266,6378	128,1667	4	1,54	210,2264	128,0667	3
1,56	504,5589	129,7333	6	1,56	249,153	129,8	4	1,56	280,1339	129,8	4	1,56	225,6195	129,7333	4	1,56	270,7974	129,8	4	1,56	213,9767	129,8	3
1,58	508,7336	131,4667	6	1,58	253,0599	131,4667	4	1,58	284,2665	131,4	4	1,58	229,4914	131,4	4	1,58	274,9514	131,4	4	1,58	217,8741	131,4333	3
1,6	512,8224	133,1333	6	1,6	257,0565	133,0667	4	1,6	288,4006	133,0667	4	1,6	233,3109	133,0333	4	1,6	279,034	133,0333	4	1,6	221,8024	133,0667	3
1,62	516,9844	134,7333	6	1,62	261,0071	134,6667	4	1,62	292,4673	134,7	5	1,62	237,174	134,7333	4	1,62	283,0267	134,7	4	1,62	225,6513	134,7	3
1,64	521,1274	136,4	7	1,64	264,8242	136,4	4	1,64	296,5562	136,4	5	1,64	241,0746	136,4	4	1,64	287,0472	136,4	5	1,64	229,5097	136,4667	4
1,66	525,1901	138,0667	7	1,66	268,6119	138,1	4	1,66	300,6705	138,1	5	1,66	245,0458	138,1	4	1,66	291,1202	138,0667	5	1,66	233,3967	138,1667	4
1,68	529,2781	139,7333	7	1,68	272,5633	139,8	4	1,68	304,8444	139,8	5	1,68	249,0354	139,7667	4	1,68	295,225	139,7333	5	1,68	237,4283	139,7667	4
1,7	533,429	141,4333	7	1,7	276,6053	141,4333	5	1,7	309,0755	141,5	5	1,7	252,9883	141,4333	5	1,7	299,3568	141,3667	5	1,7	241,5164	141,4	4
1,72	537,6252	143,0667	7	1,72	280,6139	143,0667	5	1,72	313,3345	143,1	5	1,72	256,9747	143,0667	5	1,72	303,4314	143,1	5	1,72	245,4352	143,0667	4
1,74	541,8356	144,7333	7	1,74	284,547	144,7	5	1,74	317,5751	144,7333	5	1,74	260,9666	144,7667	5	1,74	307,5171	144,7667	5	1,74	249,2921	144,7667	4
1,76	545,9571	146,4333	7	1,76	288,4769	146,4	5	1,76	321,6728	146,4333	5	1,76	264,9872	146,4333	5	1,76	311,6608	146,4	5	1,76	253,311	146,4333	4
1,78	550,0714	148,1667	7	1,78	292,4426	148,0333	5	1,78	325,7338	148,0667	5	1,78	269,0919	148,1	5	1,78	315,7727	148,1333	5	1,78	257,3959	148,1	4
1,8	554,2874	149,8333	7	1,8	296,4489	149,7333	5	1,8	329,8744	149,7667	5	1,8	273,1315	149,7667	5	1,8	319,864	149,8333	5	1,8	261,4538	149,8	4
1,82	558,6219	151,4667	7	1,82	300,5067	151,4333	5	1,82	334,0483	151,4	5	1,82	277,1068	151,4667	5	1,82	324,0752	151,5	5	1,82	265,5522	151,4333	4
1,84	562,8641	153,2	7	1,84	304,5758	153,0667	5	1,84	338,2389	153,0667	6	1,84	281,1726	153,1333	5	1,84	328,2476	153,2	5	1,84	269,6395	153,1333	4
1,86	567,0222	154,8333	7	1,86	308,6575	154,7	5	1,86	342,3683	154,7333	6	1,86	285,3012	154,8	5	1,86	332,3221	154,8333	5	1,86	273,6918	154,7333	4
1,88	571,274	156,5	8	1,88	312,6804	156,4333	5	1,88	346,4953	156,4333	6	1,88	289,4712	156,4333	5	1,88	336,4277	156,5333	5	1,88	277,733	156,4	5
1,9	575,5273	158,2333	8	1,9	316,7264	158,1	5	1,9	350,6406	158,1333	6	1,9	293,6109	158,0667	5	1,9	340,5118	158,2333	6	1,9	281,7361	158,1	5
1,92	579,7037	159,9333	8	1,92	320,8947	159,7333	5	1,92	354,8408	159,8	6	1,92	297,6831	159,7333	5	1,92	344,642	159,8333	6	1,92	285,79	159,7333	5
1,94	583,9499	161,5333	8	1,94	325,0686	161,4	6	1,94	359,0353	161,4667	6	1,94	301,7203	161,4333	6	1,94	348,8127	161,4333	6	1,94	289,944	161,4	5
1,96	588,2366	163,1667	8	1,96	329,1289	163,1	6	1,96	363,1918	163,1333	6	1,96	305,8123	163,0667	6	1,96	352,8182	163,1	6	1,96	294,0385	163,1	5
1,98	592,4296	164,8667	8	1,98	333,2202	164,7333	6	1,98	367,3569	164,8333	6	1,98	309,9442	164,7333	6	1,98	356,7998	164,8333	6	1,98	298,0757	164,8	5
2	596,602	166,5	8	2	337,3901	166,4	6	2	371,5372	166,4667	6	2	314,0585	166,3667	6	2	360,8831	166,4333	6	2	302,2027	166,4667	5
2,02	600,8339	168,1667	8	2,02	341,5386	168,0333	6	2,02	375,6682	168,2	6	2,02	318,1656	168,0333	6	2,02	365,061	168,1	6	2,02	306,3957	168,1333	5
2,04	605,0897	169,8	8	2,04	345,6648	169,7333	6	2,04	379,8095	169,8667	6	2,04	322,2497	169,7667	6	2,04	369,0998	169,8	6	2,04	310,4886	169,8	5
2,06	609,3208	171,4333	8	2,06	349,8244	171,4	6	2,06	383,9969	171,4333	6	2,06	326,3569	171,4667	6	2,06	373,106	171,4333	6	2,06	314,6283	171,5333	5
2,08	613,5281	173,1333	8	2,08	354,0413	173,1	6	2,08	388,1335	173,0667	6	2,08	330,557	173,1333	6	2,08	377,2219	173,1333	6	2,08	318,7823	173,1333	5
2,1	617,7767	174,8	8	2,1	358,2335	174,7667	6	2,1	392,1199	174,8	7	2,1	334,7826	174,8	6	2,1	381,3108	174,8	6	2,1	322,9253	174,7667	5
2,12	622,0826	176,4333	9,000001	2,12	362,4606	176,4333	6	2,12	396,1667	176,5333	7	2,12	338,8922	176,5333	6	2,12	385,3869	176,4	6	2,12	326,9966	176,5333	5
2,14	626,3661	178,0667	9,000001	2,14	366,6846	178,1333	6	2,14	400,3652	178,0667	7	2,14	342,9794	178,1667	6	2,14	389,4353	178,0667	7	2,14	331,0323	178,2	6
2,16	630,6243	179,7333	9,000001	2,16	370,9197	179,7333	6	2,16	404,5701	179,7333	7	2,16	347,1406	179,8333	6	2,16	393,4415	179,7667	7	2,16	335,2205	179,7667	6
2,18	634,8864	181,4	9,000001	2,18	375,1326	181,3333	7	2,18	408,5573	181,4667	7	2,18	351,2764	181,5	7	2,18	397,4954	181,4333	7	2,18	339,3785	181,4667	6
2,2	639,1462	183,1	9,000001	2,2	379,2421	183,0333	7	2,2	412,5754	183,1333	7	2,2	355,3367	183,2	7	2,2	401,5867	183,1	7	2,2	343,314	183,1667	6
2,22	643,4528	184,7667	9,000001	2,22	383,3381	184,7333	7	2,22	416,7414	184,7667	7	2,22	359,4391	184,7667	7	2,22	405,6573	184,7667	7	2,22	347,3465	184,8333	6
2,24	647,8254	186,4333	9,000001	2,24	387,5836	186,4	7	2,24	420,8565	186,4333	7	2,24	363,5867	186,4333	7	2,24	409,7358	186,4	7	2,24	351,4957	186,4667	6
2,26	652,132	188,1	9,000001	2,26	391,864	188,0667	7	2,26	424,9199	188,1	7	2,26	367,6001	188,1333	7	2,26	413,7675	188,1	7	2,26	355,5886	188,1333	6
2,28	656,3815	189,7333	9,000001	2,28	396,0721	189,7	7	2,28	429,016	189,7333	7	2,28	371,6262	189,8333	7	2,28	417,7435	189,7333	7	2,28	359,633	189,8	6
2,3	660,6516	191,4	9,000001	2,3	400,2404	191,4	7	2,3	433,1319	191,4	7	2,3	375,7286	191,5	7	2,3	421,7855	191,4333	7	2,3	363,6837	191,5	6
2,32	664,8715	193,1	9,000001	2,32	404,3961	193,1	7	2,32	437,2295	193,0667	7	2,32	379,8739	193,1	7	2,32	425,8323	193,1	7	2,32	367,7543	193,1	6
2,34	669,113	194,8	9,000001	2,34	408,5755	194,7667	7	2,34	441,3263	194,7667	8	2,34	383,9699	194,7333	7	2,34	429,9108	194,7667	7	2,34	371,848	194,7667	6
2,36	673,4196	196,4333	10	2,36	412,8138	196,4333	7	2,36	445,4629	196,4667	8	2,36	387,9492	196,4667	7	2,36	433,9806	196,4333	7	2,36	375,8844	196,4667	6
2,38	677,7294	198,1	10	2,38	417,0656	198,1	7	2,38	449,6193	198,0333	8	2,38	391,9919	198,1333	7	2,38	438,0353	198,0667	7	2,38	379,9057	198,1	7
2,4	681,9797	199,7333	10	2,4	421,2586	199,7667	7	2,4	453,7797	199,7333	8	2,4	396,1619	199,7667	7	2,4	442,1067	199,7	8	2,4	383,9779	199,8	7
2,42	686,2012	201,3667	10	2,42	425,442	201,5	8	2,42	457,7883	201,4	8	2,42	400,3231	201,4	7	2,42	446,1304	201,4333	8	2,42	388,0461	201,4333	7
2,44	690,3926	203,1333	10	2,44	429,6549	203,1333	8	2,44	461,8303	203,0667	8	2,44	404,3221	203,1	8	2,44	450,1621	203,1667	8	2,44	392,0913	203,1	7
2,46	694,6031	204,7667	10	2,46	433,8813	204,8333	8	2,46	465,9716	204,7	8	2,46	408,2743	204,7667	8	2,46	454,3718	204,8	8	2,46	396,111	204,8	7
2,48	698,9654	206,3667	10	2,48	438,0417	206,5	8	2,48	470,1034	206,4	8	2,48	412,36	206,4333	8	2,48	458,6069	206,4	8	2,48	400,1037	206,4	7
2,5	703,2275	208,1	10	2,5	442,2355	208,1333	8	2,5	474,1788	208,0333	8	2,5	416,5022	208,1	8	2,5	462,6854	208,0667	8	2,5	404,1656	208,0667	7
2,52	707,3299	209,8333	10	2,52	446,4475	209,7333	8	2,52	478,2844	209,7333	8	2,52	420,6172	209,8	8	2,52	466,6813	209,8333	8	2,52	408,1448	209,7667	7
2,54	711,6087	211,4	10	2,54	450,5213	211,4333	8	2,54	482,4122	211,4	8	2,54	424,7419	211,4333	8	2,54	470,7368	211,4333	8	2,54	412,1335	211,4333	7
2,56	715,9686	213,0667	10	2,56	454,5808	213,1667	8	2,56	486,5146	213,1333	8	2,56	428,8554	213,0667	8	2,56	474,9584	213,1	8	2,56	416,2296	213,1	7
2,58	720,152	214,7667	11	2,58	458,8318	214,8	8	2,58	490,6845	214,8333	9,000001	2,58	432,9244	214,7333	8	2,58	479,1395	214,7667	8	2,58	420,3311	214,7667	7
2,6	724,2942	216,4333	11	2,6	463,0852	216,4333	8	2,6	494,9308	216,4333	9,000001	2,6	436,9267	216,4	8	2,6	483,249	216,3667	8	2,6	424,3716	216,4	7
2,62	728,5563	218,0667	11	2,62	467,2662	218,1	8	2,62	499,0983	218,0667	9,000001	2,62	440,975	218,1	8	2,62	487,3387	218,0333	8	2,62	428,4096	218,0333	8
2,64	732,7938	219,7	11	2,64	471,3893	219,7667	8	2,64	503,1927	219,7667	9,000001	2,64	445,0742	219,7667	8	2,64	491,3505	219,7333	9,000001	2,64	432,4444	219,7333	8
2,66	736,9637	221,4333	11	2,66	475,5012	221,4333	9,000001	2,66	507,2363	221,4667	9,000001	2,66	449,1917	221,4	8	2,66	495,46	221,4667	9,000001	2,66	436,4355	221,4667	8
2,68	741,1806	223,1333	11	2,68	479,6147	223,1	9,000001	2,68	511,3681	223,1667	9,000001	2,68	453,2933	223,0667	9,000001	2,68	499,7404	223,1333	9,000001	2,68	440,491	223,1667	8
2,7	745,5254	224,7333	11	2,7	483,7537	224,7333	9,000001	2,7	515,6437	224,8	9,000001	2,7	457,3782	224,7	9,000001	2,7	503,9851	224,7667	9,000001	2,7	444,7111	224,7667	8
2,72	749,8511	226,4333	11	2,72	487,899	226,4	9,000001	2,72	519,9353	226,4	9,000001	2,72	461,4329	226,4333	9,000001	2,72	508,1598	226,4333	9,000001	2,72	448,8826	226,4667	8
2,74	754,0123	228,1	11	2,74	492,0236	228,1	9,000001	2,74	524,0758	228,0333	9,000001	2,74	465,5385	228,1333	9,000001	2,74	512,2558	228,1	9,000001	2,74	452,8864	228,0667	8
2,76	758,1949	229,7667	11	2,76	496,1944	229,7333	9,000001	2,76	528,1051	229,7333	9,000001	2,76	469,7371	229,8	9,000001	2,76	516,3964	229,8	9,000001	2,76	456,9205	229,7667	8
2,78	762,4229	231,4333	11	2,78	500,373	231,4	9,000001	2,78	532,2147	231,4333	9,000001	2,78	473,9769	231,4	9,000001	2,78	520,5687	231,5	9,000001	2,78	460,9998	231,4667	8
2,8	766,6564	233,1333	11	2,8	504,5056	233,1	9,000001	2,8	536,4426	233,1	9,000001	2,8	478,0905	233,0667	9,000001	2,8	524,795	233,2	9,000001	2,8	465,1292	233,1	8
2,82	770,905	234,8667	12	2,82	508,6509	234,7333	9,000001	2,82	540,7071	234,7333	10	2,82	482,0991	234,8333	9,000001	2,82	529,0437	234,8333	9,000001	2,82	469,3063	234,7333	8
2,84	775,1918	236,5	12	2,84	512,8113	236,3667	9,000001	2,84	544,9653	236,4	10	2,84	486,2205	236,4333	9,000001	2,84	533,2676	236,5333	9,000001	2,84	473,4023	236,3333	8
2,86	779,566	238,1333	12	2,86	516,9034	238,0333	9,000001	2,86	549,1662	238,1	10	2,86	490,4898	238,1333	9,000001	2,86	537,4646	238,1667	9,000001	2,86	477,4245	238,0667	8
2,88	783,8369	239,7667	12	2,88	520,9971	239,7333	9,000001	2,88	553,356	239,7667	10	2,88	494,6414	239,8	9,000001	2,88	541,6942	239,8	10	2,88	481,4704	239,7667	9,000001
